,user_id,actual,recomendations
65,86,"[ 1039484  1082212   927291   944588   919963  1036347   979792  1086740
  1128244   987044   902172  1087411   873627  1082627  9836195  5565322
   997309   835476  1040511  1106523  1002771  1105301   888543   980263
  1092937   940996   835618  1135552   883665  7169034   965766  1121367
   878667  5586918   982790   998558  1041031   870372   834516   821083
  1007269   829955   917033   996087   923723  1020581 12810393   917832
  1016276  1036249]","[1039484, 1082212, 927291, 944588, 919963]"
66,87,"[  916122   844179  1044078   855138  1101173 12810393   999858  1020581
  1081177  1053690   833025   866548  1004906  1044188  1136257  1106523
 12384365   870608   914190   917816   950575   899624   897954   868683
  1038217   840361  8091550   861256 12302069   874972  9296919   937928
 12301100  1082544   985999  7441210  5569230   909761  5585701   966358
   987724   936889   873178  8019562   996028   842140  1060005  1090931
   823704 12301109]","[916122, 844179, 1044078, 855138, 1101173]"
67,88,"[6533681  891752 1116050  967144 1115553  827671  903233  939119  879734
 1125391  858439  988835  866211 1101567  890955  851865  926206  878996
  961554 1125382  854852 1094562 1079976 1126252  956284 1136654 1005186
 1023720  939527  960791 1024306 6979160 1034956  991761  898847 1108854
 1031087 1062572  996009 1046827 1110843 6534077 1120009  861899  926692
  844697 1075786 1044805 1007136 1013578]","[6533681, 891752, 1116050, 967144, 1115553]"
68,91,"[  878996  1036753  1009449   904422   930118  1062128   826144  5575861
   866871   835278   866211   911703  1026118  1028816  1110409 12524174
  1005186   909714  1009187   916381  5568228  7024990   863632   983936
   853354  1023720   848319   901062  1022254  7168026   903325  1101980
   961554  1046865   947326   892862   989157  1056933  1006188   943169
   911622  1105488   995628  1057102  1042616   933637  9297062  5568732
   926422   895268]","[878996, 1036753, 1009449, 904422, 930118]"
69,92,"[ 1117556  1020962   835080   916487  1070076   922651   967760   942341
   852600  1089568   977854  5567148  1019883   949742  1135460   858711
   860975  5995596   828588   970158   840361 12263620 12781828  1114604
  7410215  1109374 12782182  1096317   940947  1104481   943858  7168286
  1120085   933060   928589 12781564  1065061  1102067   904774   934045
   960170  9296856   834129   841228  7166862   828114   839656  1022340
   992922   908636]","[1117556, 1020962, 835080, 916487, 1070076]"
70,94,"[  923746  1004906   846760  5569230   916122  1081177   868764   893501
  7025204   970866   840361  1053690  1117514  9707240   899624  7410201
  1042697   882305  1106523   969932   963971  1038217   871611  7410361
 10345155   831628   854852   991223   962568  6602440   852856   898867
   897125   956599  1136257   991747   922651   857503  1020581   944137
  1104481  1087916   825343   844179  1137688  1067954  1086119  1103147
  1011459  1112766]","[923746, 1004906, 846760, 5569230, 916122]"
71,95,"[  824005 10200563  1044089   866548   997907   868423  8273950  6463727
   916122 10345155 12326050  8175869   987724   851101   849018  1046756
  1136257  1095964   993085   929018  1007796   825365  8293447   955867
   946839   918368   868415   854483   873203   915086 12384365 10201384
  1110057  6551861  9296821   860248   926796  1012284  8276172   827802
  9707010  1059922  1076842 10285022  1108094  8069230   935218   945244
  1110692   931672]","[824005, 10200563, 1044089, 866548, 997907]"
72,97,"[ 1054215   874972 12262830   968072   907860 12810393 12349795 12301405
  1130763  1032950  9296919  1020581  1007512  1128880 13506200  1084177
  7166791   916122  1110813   903233 12672980   826597  1013389  9833277
   990984  5582712   898510  1123045  1042628 12262778  8119004  6632764
  9527455  1110857  1071556  5569230  7443013   844179   851865  1096794
   998236   940947 12812474  7144132  7168463  1102456   868415   870882
  8205252  1044089]","[1054215, 874972, 12262830, 968072, 907860]"
73,98,"[ 960732  925862 1070497  935578 1045586  986021  840361 1106523  845622
 1044188 1100972 1102067  883932  851819  965766  916122 1139525 1041796
  902172  957839 1102829  951590 1105301 1087376  934172 1068719 1003616
  873627 1115576 1122115 1004906  937928  959931 1051718  863885  978343
  970619  844179 1128206 1138487 1054215  997309  947201 1134810 1116096
 1051211  898121 1119942 1104227 9296919]","[960732, 925862, 1070497, 935578, 1045586]"
74,99,"[  885430  9707240   965693  1136033  1029688  1130763  9707498   859010
  1028995  1086119  1011876  1088836   830245  1034176   971922  7025202
   921744   972665  9655679   819978   839419  1032950   849202  1101010
   885863  1079023  1112824   942817  1043751   860248   925579  5592094
  1065538  1068855  1135573  1031864  8119302  1110857   991268   898466
 13417846   853448  5591520  1115801   893258   821787  1040807   850645
  1070845   951164]","[885430, 9707240, 965693, 1136033, 1029688]"
75,101,"[  867188   914190   883932   999858   832678  1077490   872137   844179
   854852   865528  1077555  7168026   951590  1100972   827919   890344
 13877192  1057377  1045586  1068719   823704  1028473  1057260  6424471
  1112825   999270   898554  1135995   935578   871337   845622   976199
  1110632   844818   995896   965543  1004390  1105917  1053690  1041796
  1093334  1004906  5569230   940766   873178   979707   840361  1115576
  8065410   934399]","[867188, 914190, 883932, 999858, 832678]"
76,103,"[ 916122 1068719 1004906  840361  923746  987562  833025  899624  844179
 1081177  857503  859075 1044078  845208 1028891 1136257  999858  914190
 1077490 6464147  823704  890909  899019  963971  912902  839419  904129
 1122358 1106271 6463752 1051323  979707  854852 5569230 1138443 5568378
  897125 1101173  995965 1042438  965766  865174  962568  985999 1059902
 1044207  842140  961554  882247  999270]","[916122, 1068719, 1004906, 840361, 923746]"
77,104,"[ 854852  840361  979707 1005186 1052912  954642 1081177 1081189  983078
 1077555  962568  952122 1022254  866540  992529 1012284  976199  929018
 8290421 1057260 1078011  930666  999858 1070702 5568228 1104343  961554
 1037337  841228  916122 1011926  961979 1004906  951412  923654  878996
 1120532 1042697  937413 1031087 1037863 1123842  844179  900586  824005
 1083840  967144  971807  999250  986912]","[854852, 840361, 840361, 840361, 979707]"
78,105,"[  845319   951590  1048918   909338  1040807   997479  1101422  1106116
  8019748   972665   934399   999063   885290  1121694  1081710  8119004
  1006414  1051211   918025  1132771   832526   974336   865501  7104690
   919596  1064380  6704142   883932  1111722  9297575   940947  9553335
   838097   976047  1071594  1042571 10150101  1072519  1097635   865026
   920654   891061   945139  8090533   935126  9487885   997796  7025249
   963835 12554515]","[845319, 951590, 1048918, 909338, 1040807]"
79,106,"[  951590   981521  1091383   861279   985181  1004906   999714   908318
   834103   986912   862010  1022827  9297154   903150 12301839   883932
  1110843   821741   995880  1039566   845462  1068719   912147   898043
   876991   844179   888543   865456   906262   902172  6553438  7441873
   863802   983795   957951  1132968  1070272  1007136  1072968   947658
   912137   999730   879755   870547  1053754  1015280  7410019   892503
  1118757   965766]","[951590, 981521, 1091383, 861279, 985181]"
80,108,"[ 1106523  1019443  1006188   844179  1068719   981677 13007357  9553382
   991951   896849  9859112   995598  1031083 13842224  1004906  9296804
   916122  1030981  1092552 12301839   942166  1052335   923746   960791
  8180870   820582   866149   938622   833347   866211  9673980   883418
   984669   890955  1025628 12384177  6034239   878996   913270   913794
   826272 12524174 13213410   911703  1121624   954077   950206   987122
  1133018   837139]","[1106523, 1019443, 1006188, 844179, 1068719]"
81,109,"[  862799   927028  1072693  1082212   852080   898363   820895  1056005
   878667  1055658   980263   835618  1092176   995230  9835947  1011861
   919963  1068669  1068561  1090884   909269  1139782  1008032  1102845
  1121636   888650   969932   832285   924352  1059236   983096 12757140
   898510   923149  9926758  1024306  1134296   944588   988116  1108844
   870927  5591359  1022011 12524691  5591939   928123   896369   862335
   899624  1031864]","[862799, 927028, 1072693, 1082212, 852080]"
82,110,"[  972515   986187   858711  5567365   970030   973086   921197 10456180
  5566752  1046262  1011300   824005   893501  1059080   944137   977854
   990688  1066776  1087754  7168895   927382  1025468  1031447   922651
   991223  6633302  1137688   925112   863259   956200 10345155   856788
   878775  1053595  1116821  1012913  5568817  1053924  1099802   930918
   951412   966695  9419268   828935  1073150  1110111  1121213   848071
   916122  6034857]","[972515, 986187, 858711, 5567365, 970030]"
83,111,"[ 893501 1053690  860248 1128016  959737  987562 1046584  995965  957736
  922736 1081189 1123035  955075 1134483  927291 1128271 1009719 1095710
  916122  868888  985386 7104690 1111080  881119 1062128  843346  998119
  856252 1039156 1018818  856215 1031255  859129  894358 1126294 1120443
  892531 7155863 1113651 1069003 1106064 1022956  885406  910151  967395
  837270  860167 1071713 1011300  890695]","[893501, 1053690, 860248, 1128016, 959737]"
84,112,"[ 878996  840361  866211  923746 1004906  845208 1068719 1081177  961554
 1037863 1106523  854852 1133018  916122  844179 1022254  913785  962568
 1024306 1023720  965766  965267 1044078  933637  863447  930118  979707
  909894  859075  903325 1105488  871756  866871 1003188  998373 1049788
  832678 1101980  925862  880150  899624 1043590 1026118  995965  901062
  951190  898068  999858 1136257 1105917]","[878996, 840361, 866211, 923746, 1004906]"
85,113,"[ 1006483  1053690   916122  1028816  7168890   874780  1026118   930918
   962522  1025468  1053931  1083230  1013928  1116476  1063207   987562
   890695   883670   823194  1117964  1053595  1068291  1112766  5567365
   836286   949023   848071  6633302  1080853  1081177  1076056 10456180
   970030   865856  1133018  5995177   853998   985999   941658  1010681
  1072523   990688  8358383   968391  1063739  1046262  5996036  1097418
  1059229  9419268]","[1006483, 1053690, 916122, 1028816, 7168890]"
86,114,"[  840361  1081177  1068719   854852   916122  1004906  1053690   844179
   923746   979707   913785   987562  1133018   878996   893501   965766
   951590   961554   914190   999858   845208  1051211   962568  1077490
   916381   859075  1136257   896862   840601   847982  1106523  1039156
  1044078  1024306  1005186 12301109  1027569   945662   866211   883932
   901062   957839   960732   844165   925862  1048462   995965   898068
  1006184  1037863]","[840361, 1081177, 1068719, 854852, 916122]"
87,115,"[ 925862  887428 1082212 1124029  986021  965766  998373 1136524 1100972
 1104349 1040842  990453  902172  912137  826666 1096261  949784  960732
 1003616  829138 1127548  821741  911454 1106523  983897  825170 1062572
  871756  820582  848761  961980 1106894 1006878 1009770 1068719  855914
  875638 1128244 1085983 1026984  880168 1047923  891118  855488 9297136
 9296957 1135552  904973 9333734 1122876]","[925862, 887428, 1082212, 1124029, 986021]"
88,116,"[ 5591154   891426   822985   935968   883665   879689   988208   866211
  1006187  1089225  5996054  1127232   856335  5587623  1023720  1054814
   912914   849098  1068258  1125948  1122358  1076366   842707 12262832
  1024020   878996  1015915  6396561   950824   823790  1055339  1003188
  5995597   929751   889731   920112   949742   983316   978265  6513713
  8019216   851865   977166   986208   909750  1094190  6396537  1106073
  9677874   835285]","[5591154, 891426, 822985, 935968, 883665]"
89,117,"[ 897671  859010 1134810 5569230 1027569  939527  961554  840361  948381
 8249559  844697 6424460 1083328 1060363  916122  896369  835285  999639
 5565352 6979253  979877 1046968 1017220 1023565 1068832  870315  929433
 1003188  858439  992151  989249  921744  946839 1048893  891752  993512
  970619 1024306 1023815  864617 1117500 1116050  857503  906883 1120085
 1019832  825753  893501 1081421  955910]","[897671, 859010, 1134810, 5569230, 1027569]"
90,118,"[  840361   854852  1081177   960732  1024306  1004906   878996  1023720
   923746  1068719   961554   884686  1133018   845208   993466   962568
  1070820   890610  1104349  1053690   916122  1010164   866211   924352
   913785  1098248  1131488   965766   951590   883932  1062002 10149640
  1126899   896369   856772   909894  5569230   862349   945662   840601
   978343  1106523 10285144   972312  1126870   879152  1076056  1070497
  1038217  1079228]","[840361, 854852, 1081177, 960732, 1024306]"
